REFSEQ	SYMBOL
NM_016940	RWDD2B
NM_001039355	SLC25A29
NM_001114101	C1QC
NM_148902	TNFRSF18
NM_025256	EHMT2
NM_001282582	MXRA8
NM_001320724	RWDD2B
NM_001270641	JOSD2
NM_014714	IFT140
NM_001318833	EHMT2
NM_001130478	LY6H
NM_002343	LTF
NM_002124	HLA-DRB1
NM_001190946	FAM193B
NM_001321122	LTF
NM_006327	TIMM23
NM_144974	CCDC122
NM_181558	RFC3
NM_032330	CAPNS2
NM_182924	MICALL2
NM_014652	IPO13
NM_021107	MRPS12
NM_181553	CMTM3
NM_001271618	PPP1R12C
NM_001282668	MICAL2
NM_033363	MRPS12
NM_017607	PPP1R12C
NM_033362	MRPS12
NM_144601	CMTM3
NM_001319310	DEPDC4
NM_001145029	ANKRD30B
NM_018456	EAF2
NM_001136486	TRIM64
NM_001164397	TRIM64B
NM_001320041	EAF2
NM_178483	SCP2D1
NM_001130002	PQLC2L
NM_001824	CKM
NM_001261418	EIF2B3
NM_001145465	NANOGNB
NM_018059	RADIL
NM_145170	CFAP70
NM_173586	SLC22A24
NM_001287012	GLIPR2
NM_001271049	CFAP221
NM_015950	MRPL2
NM_005478	INSL5
NM_001287802	TBCE
NM_001099409	EHBP1L1
NM_001270460	ST3GAL3
NM_001130111	ABHD17A
NM_174964	ST3GAL3
NM_174971	ST3GAL3
NM_004974	KCNA2
NM_021817	HAPLN2
NM_001270466	ST3GAL3
NM_001267774	IFT20
NM_006279	ST3GAL3
NM_001126335	SLC7A9
NM_000256	MYBPC3
NM_032037	TSSK6
NM_001169	AQP8
NM_031955	SPATA16
NM_001184891	FLAD1
NM_174966	ST3GAL3
NM_001270462	ST3GAL3
NM_174963	ST3GAL3
NM_001300751	LMBR1L
NM_198097	CCZ1B
NM_006120	HLA-DMA
NM_015013	KDM1A
NM_001270459	ST3GAL3
NM_014270	SLC7A9
NM_020695	REXO1
NM_001319839	AACS
NM_017805	RASIP1
NM_001169107	WASHC2C
NM_002256	KISS1
NM_005615	RNASE6
NM_001270461	ST3GAL3
NM_174970	ST3GAL3
NM_001303279	MYO1D
NM_006437	PARP4
NM_001169106	WASHC2C
NM_003193	TBCE
NM_014262	P3H3
NM_001320244	TMEM125
NM_001267777	IFT20
NM_001243036	SLC7A9
NM_174968	ST3GAL3
NM_001085	SERPINA3
NM_001009999	KDM1A
NM_174965	ST3GAL3
NM_003578	SOAT2
NM_018113	LMBR1L
NM_174969	ST3GAL3
NM_003755	EIF3G
NM_001270463	ST3GAL3
NM_032483	PLPP5
NM_015262	WASHC2C
NM_001267776	IFT20
NM_015622	CCZ1
NM_001270464	ST3GAL3
NM_173587	RCOR2
NM_001267775	IFT20
NM_031213	ABHD17A
NM_001287801	TBCE
NM_001267778	IFT20
NM_001079515	TBCE
NM_174967	ST3GAL3
NM_001102560	PLPP5
NM_003970	MYOM2
NM_182498	ZNF428
NM_032259	WDR24
NM_012230	POMZP3
NM_013974	DDAH2
NM_199280	TOGARAM2
NM_001308295	NMT2
NM_001321539	TOGARAM2
NM_152992	POMZP3
NM_001321538	TOGARAM2
NM_001303008	DDAH2
NM_001923	DDB1
NM_001031800	TIPRL
NM_001303007	DDAH2
NM_198456	FAM120C
NM_001291368	ZNF534
NM_001271752	MAGEB5
NM_207045	ENSA
NM_152361	EID2B
NM_001286547	CAPS2
NM_019851	FGF20
NM_001127586	ING4
NM_001039958	MESP2
NM_144593	RHEBL1
NM_001303126	RHEBL1
NM_001291369	ZNF534
NM_032606	CAPS2
NM_207046	ENSA
NM_004436	ENSA
NM_001316958	AAMDC
NM_207042	ENSA
NM_001080436	WTIP
NM_001135914	KCP
NM_003273	TM7SF2
NM_000156	GAMT
NM_001309242	MYO15B
NM_017414	USP18
NM_016568	RXFP3
NM_181690	AKT3
NM_001270953	SLC25A10
NM_001277233	TM7SF2
NM_001142315	LMO2
NM_022158	FN3K
NM_001142316	LMO2
NM_005574	LMO2
NM_014062	NOB1
NM_002095	GTF2E2
NM_032574	DPY30
NM_001321209	DPY30
NM_025108	TEDC2
NM_001284502	NUBP2
NM_001145132	C5orf52
NM_044472	CDC42
NM_001281741	UBE2C
NM_021138	TRAF2
NM_006491	NOVA1
NM_001285486	NEURL3
NM_006123	IDS
NM_001269052	CTCFL
NM_199123	SETD3
NM_001285485	NEURL3
NM_181800	UBE2C
NM_005622	ACSM3
NM_024671	ZNF768
NM_032514	MAP1LC3A
NM_003732	EIF4EBP3
NM_007019	UBE2C
NM_001321742	TTC26
NM_138378	FDXACB1
NM_153758	IL19
NM_001269051	CTCFL
NM_001002914	KCTD11
NM_020690	ANKHD1-EIF4EBP3
NM_004640	DDX39B
NM_003263	TLR1
NM_001127603	NMRK1
NM_001146327	ZIM2
NM_017881	NMRK1
NM_181799	UBE2C
NM_015363	ZIM2
NM_181801	UBE2C
NM_001300848	MRPL2
NM_001146326	ZIM2
NM_080598	DDX39B
NM_001005613	EDA
NM_024708	ASB7
NM_032636	PSRC1
NM_000438	PAX3
NM_006370	VTI1B
NM_006648	WNK2
NM_080659	C11orf52
NM_001005610	EDA
NM_001242589	TREM1
NM_053006	TSSK2
NM_001270837	CRIP2
NM_018653	GPRC5C
NM_019076	UGT1A8
NM_018067	MAP7D1
NM_001281427	DCTN3
NM_177537	MAGED4B
NM_001072	UGT1A6
NM_001098800	MAGED4
NM_000463	UGT1A1
NM_022036	GPRC5C
NM_001286366	MAP7D1
NM_198271	LMOD3
NM_001300969	CCDC181
NM_001206950	SLC16A3
NM_206915	BEX3
NM_001281425	DCTN3
NM_001130072	EPN1
NM_001242362	MAGED4B
NM_001206951	SLC16A3
NM_021027	UGT1A9
NM_001164389	RAPGEF6
NM_021179	CCDC181
NM_001272061	MAGED4
NM_019078	UGT1A5
NM_205862	UGT1A6
NM_001042423	SLC16A3
NM_019075	UGT1A10
NM_001272063	MAGED4
NM_001130851	CDKN3
NM_013333	EPN1
NM_001206952	SLC16A3
NM_001304418	LMOD3
NM_004207	SLC16A3
NM_019077	UGT1A7
NM_001300968	CCDC181
NM_001312	CRIP2
NM_001130071	EPN1
NM_019093	UGT1A3
NM_001039481	ETNK1
NM_030801	MAGED4B
NM_005192	CDKN3
NM_206917	BEX3
NM_032882	PNMA6A
NM_020244	CHPT1
NM_033406	FBXO3
NM_007120	UGT1A4
NM_001270841	CRIP2
NM_001199900	PDK2
NM_001272062	MAGED4
NM_007234	DCTN3
NM_198276	TMEM17
NM_014380	BEX3
NM_001013661	VSIG8
NM_177535	MAGED4B
NM_001321776	SNTG1
NM_001321124	PINLYP
NM_001321777	SNTG1
NM_001193621	PINLYP
NM_001321778	SNTG1
NM_001321775	SNTG1
NM_001004319	VHLL
NM_006308	HSPB3
NM_001193622	PINLYP
NM_003897	IER3
NM_001142451	SPNS1
NM_001271641	MTCH1
NM_001142450	SPNS1
NM_014341	MTCH1
NM_001142449	SPNS1
NM_001142448	SPNS1
NM_032038	SPNS1
NM_007281	SCRG1
NM_033229	TRIM15
NM_001099400	SGCE
NM_006684	CFHR4
NM_001322263	LOC100507507
NM_016492	RANGRF
NM_001244390	NUDT2
NM_001301139	SGCE
NM_147173	NUDT2
NM_019558	HOXD8
NM_003919	SGCE
NM_001201551	CFHR4
NM_001161	NUDT2
NM_001199747	HOXD8
NM_147172	NUDT2
NM_001317164	C5
NM_001286420	EMC4
NM_001201550	CFHR4
NM_001099401	SGCE
NM_001258208	HMBS
NM_139033	MAPK7
NM_052866	ADAMTSL1
NM_031951	WDR87
NM_024819	DCAKD
NM_001314033	ZNF526
NM_139034	MAPK7
NM_032126	TEX35
NM_145111	FAM200A
NM_153206	JAML
NM_001286571	JAML
NM_024335	IRX6
NM_001321326	DCAKD
NM_001146158	MOGS
NM_001286570	JAML
NM_001258209	HMBS
NM_001024382	HMBS
NM_002749	MAPK7
NM_139032	MAPK7
NM_032656	DHX37
NM_001163424	COPS9
NM_133444	ZNF526
NM_001288654	DCAKD
NM_000190	HMBS
NM_199289	NEK5
NM_006302	MOGS
NM_030788	DCSTAMP
NM_001288655	DCAKD
NM_001291088	WDR87
NM_001317943	BSPRY
NM_001318812	TTC9C
NM_153838	ADGRF4
NM_001080500	VWC2L
NM_001105566	KIF13A
NM_017688	BSPRY
NM_001907	CTRL
NM_001102562	MARCH11
NM_022113	KIF13A
NM_139289	AKAP4
NM_001105567	KIF13A
NM_001347	DGKQ
NM_013445	GAD1
NM_001135154	SLC39A14
NM_006480	RGS14
NM_001127325	MAD2L2
NM_004890	SPAG7
NM_001097577	ANG
NM_001300830	C1orf131
NM_001206855	TFR2
NM_020632	ATP6V0A4
NM_003227	TFR2
NM_002083	GPX2
NM_130840	ATP6V0A4
NM_152379	C1orf131
NM_001290098	TMEM114
NM_001145	ANG
NM_016283	AK6
NM_130841	ATP6V0A4
NM_178232	HAPLN3
NM_001321199	COA1
NM_001321201	COA1
NM_018224	COA1
NM_001321200	COA1
NM_001307952	HAPLN3
NM_001321197	COA1
NM_033125	SLC22A16
NM_001321198	COA1
NM_198952	NUDT1
NM_198949	NUDT1
NM_001144944	MYL12B
NM_001243940	PRPSAP2
NM_198954	NUDT1
NM_001271520	KCNMA1
NM_002767	PRPSAP2
NM_001243942	PRPSAP2
NM_198953	NUDT1
NM_003849	SUCLG1
NM_001243941	PRPSAP2
NM_031421	TTC25
NM_001199148	SLC38A11
NM_001141979	TP53BP1
NM_001270483	TST
NM_033546	MYL12B
NM_080878	ITLN2
NM_198948	NUDT1
NM_001144945	MYL12B
NM_005657	TP53BP1
NM_002452	NUDT1
NM_001141980	TP53BP1
NM_001271521	KCNMA1
NM_198950	NUDT1
NM_012184	FOXD4L1
NM_152670	TEX37
NM_001322839	KCNMA1
NM_173512	SLC38A11
NM_001271522	KCNMA1
NM_021147	CCNO
NM_153236	GIMAP7
NM_177400	NKX6-2
NM_144720	JAKMIP1
NM_175062	RASGEF1C
NM_000324	RHAG
NM_001293626	MGAM2
NM_012084	GLUD2
NM_001306133	JAKMIP1
NM_017918	MCUB
NM_001164399	CCDC175
NM_006893	EIF2D
NM_032498	RHOXF2
NM_001099685	RHOXF2B
NM_001780	CD63
NM_001257392	CD63
NM_001257390	CD63
NM_001267698	CD63
NM_001257389	CD63
NM_001257391	CD63
NM_001257400	CD63
NM_001257401	CD63
NM_000143	FH
NM_001167676	FAM229A
NM_080649	APEX1
NM_001003788	STRADA
NM_001002756	NFU1
NM_015700	NFU1
NM_001244249	APEX1
NM_001278279	MRPL45
NM_002118	HLA-DMB
NM_021217	ZNF77
NM_001145785	MEF2B
NM_080648	APEX1
NM_001641	APEX1
NM_001002755	NFU1
NM_001003787	STRADA
NM_024105	ALG12
NM_001003786	STRADA
NM_032351	MRPL45
NM_001278736	CCL5
NM_000186	CFH
NM_001145122	CAPN14
NM_002985	CCL5
NM_001321270	CAPN14
NM_138733	PGK2
NM_001289021	KIF6
NM_001278081	LOC388282
NM_138632	TRIOBP
NM_004053	BYSL
NM_001165036	OGDH
NM_139176	NLRP7
NM_001289020	KIF6
NM_014406	CCT8L2
NM_002541	OGDH
NM_006678	CD300C
NM_057176	BSND
NM_001127255	NLRP7
NM_015340	LARS2
NM_001172357	SFTPC
NM_145027	KIF6
NM_001289024	KIF6
NM_001243523	LOC100130880
NM_206828	NLRP7
NM_001127585	ING4
NM_005198	CHKB
NM_016162	ING4
NM_021029	RPL36A
NM_001127584	ING4
NM_001127582	ING4
NM_001127583	ING4
NM_001322314	PHACTR1
NM_001202554	PIGV
NM_001322311	PHACTR1
NM_001242648	PHACTR1
NM_001322313	PHACTR1
NM_030948	PHACTR1
NM_001322310	PHACTR1
NM_001322309	PHACTR1
NM_001322312	PHACTR1
NM_017837	PIGV
NM_001322308	PHACTR1
NM_024571	SNRNP25
NM_138422	ADAT3
NM_001287345	BTK
NM_000061	BTK
NM_001287344	BTK
NM_003258	TK1
NM_001079804	GAA
NM_001199053	REXO5
NM_181336	LEMD2
NM_002441	MSH5
NM_001324238	ITPA
NM_007082	RABL2A
NM_025259	MSH5
NM_033453	ITPA
NM_198481	VSTM1
NM_003484	HMGA2
NM_172165	MSH5
NM_001324236	ITPA
NM_001288793	VSTM1
NM_001306159	RABL2A
NM_001288791	VSTM1
NM_001321698	SUGP2
NM_001251969	SLC30A5
NM_001288792	VSTM1
NM_001144924	REXO5
NM_001256477	CMPK2
NM_021026	RFPL1
NM_173493	PASD1
NM_172166	MSH5
NM_003492	TMEM187
NM_017619	RNPC3
NM_024055	SLC30A5
NM_001300919	HMGA2
NM_014884	SUGP2
NM_001079803	GAA
NM_001324237	ITPA
NM_001032291	PSRC1
NM_030941	REXO5
NM_004292	RIN1
NM_001267623	ITPA
NM_000152	GAA
NM_001320967	HDLBP
NM_181493	ITPA
NM_001321697	SUGP2
NM_001253764	SRA1
NM_001199021	SPON2
NM_012445	SPON2
NM_001099697	RSPH10B2
NM_003906	MCM3AP
NM_016232	IL1RL1
NM_001035235	SRA1
NM_024589	ROGDI
NM_006331	EMG1
NM_001782	CD72
NM_016491	MRPL37
NM_173565	RSPH10B
NM_004826	ECEL1
NM_001320049	EMG1
NM_145659	IL27
NM_001282471	PRORY
NM_138296	PTCRA
NM_002113	CFHR1
NM_001323022	SETD9
NM_001278300	EPHA6
NM_001018115	FANCD2
NM_001256618	TUBGCP2
NM_001205259	TP53TG3C
NM_021254	CFAP298
NM_001256617	TUBGCP2
NM_001243168	PTCRA
NM_001243169	PTCRA
NM_173655	EPHA6
NM_001323018	SETD9
NM_004708	PDCD5
NM_001243170	PTCRA
NM_001319984	FANCD2
NM_153706	SETD9
NM_014597	DNTTIP2
NM_006659	TUBGCP2
NM_001282585	MXRA8
NM_005013	NUCB2
NM_001282584	MXRA8
NM_032348	MXRA8
NM_001145402	FAM71E2
NM_000946	PRIM1
NM_001282583	MXRA8
NM_001037497	DEFB110
NM_002777	PRTN3
NM_006176	NRGN
NM_001301698	ERI3
NM_001930	DHPS
NM_001289146	FAM110A
NM_133455	EMID1
NM_017659	QPCTL
NM_001134707	SARDH
NM_152323	SPIC
NM_001289145	FAM110A
NM_001145320	ADAMTSL2
NM_001163377	QPCTL
NM_001301701	ERI3
NM_001014980	C1QTNF12
NM_024066	ERI3
NM_024299	PPDPF
NM_001301699	ERI3
NM_001297662	TTC39A
NM_006284	TAF10
NM_021175	HAMP
NM_004343	CALR
NM_001206974	DHPS
NM_024877	CNTD2
NM_001289147	FAM110A
NM_001267895	EMID1
NM_001005214	LRRC52
NM_001178133	SUFU
NM_145754	KIFC2
NM_013406	DHPS
NM_007101	SARDH
NM_012317	LDOC1
NM_014694	ADAMTSL2
NM_001292024	HMGA2-AS1
NM_001281441	RCC1L
NM_207121	FAM110A
NM_001031737	CCDC78
NM_031424	FAM110A
NM_007117	TRH
NM_004994	MMP9
NM_001321526	GPAT2
NM_001291307	NOP16
NM_007122	USF1
NM_001321529	GPAT2
NM_000890	KCNJ5
NM_207005	USF1
NM_138774	R3HDM4
NM_001321530	GPAT2
NM_001277163	CEACAM3
NM_001317975	NOP16
NM_001321525	GPAT2
NM_001256742	CNOT10
NM_001321527	GPAT2
NM_001815	CEACAM3
NM_001143962	CAPN8
NM_001291308	NOP16
NM_001017361	KHDC3L
NM_001267827	ZNF839
NM_207328	GPAT2
NM_001317031	SPC24
NM_016391	NOP16
NM_001321528	GPAT2
NM_015442	CNOT10
NM_170589	KNL1
NM_001040444	PHF11
NM_001320727	SETDB2-PHF11
NM_001040443	PHF11
NM_001154458	SEPTIN12
NM_144508	KNL1
NM_144605	SEPTIN12
NM_003058	SLC22A2
NM_001317238	ATAD3B
NM_033176	NKX2-4
NM_001166305	TMEM44
NM_014077	FAM32A
NM_020137	GRIPAP1
NM_001008274	TRIM72
NM_001142548	RAD54L
NM_001011655	TMEM44
NM_202001	ERCC1
NM_138399	TMEM44
NM_001166306	TMEM44
NM_001308220	ERN2
NM_033266	ERN2
NM_032479	MRPL36
NM_001042472	ABHD12
NM_016504	MRPL27
NM_031921	ATAD3B
NM_138706	B3GNT6
NM_001270481	PSMB6
NM_152310	ELOVL3
NM_001163991	FAM170A
NM_001037126	EXOC4
NM_147197	WFDC11
NM_182761	FAM170A
NM_001291454	ATP2C2
NM_014861	ATP2C2
NM_001270601	ASCL5
NM_001286527	ATP2C2
NM_001317936	ZNF517
NM_001321135	PSTPIP1
NM_001017987	MRNIP
NM_001321136	PSTPIP1
NM_153278	SLC22A6
NM_015164	PLEKHM2
NM_004276	CABP1
NM_019055	ROBO4
NM_001244959	FRMD3
NM_001244961	FRMD3
NM_001321137	PSTPIP1
NM_001244962	FRMD3
NM_152751	BEND7
NM_004790	SLC22A6
NM_018663	PXMP2
NM_016175	MRNIP
NM_031205	CABP1
NM_153277	SLC22A6
NM_153276	SLC22A6
NM_003978	PSTPIP1
NM_001324025	TXNDC11
NM_001001290	SLC2A9
NM_172370	DAOA
NM_002876	RAD51C
NM_001258371	ACTN3
NM_001324024	TXNDC11
NM_001161812	DAOA
NM_015914	TXNDC11
NM_020041	SLC2A9
NM_001161814	DAOA
NM_001104	ACTN3
NM_001324022	TXNDC11
NM_014600	EHD3
NM_001303447	TXNDC11
NM_033295	CASP1
NM_001319232	RPL34
NM_206884	SLC26A5
NM_014604	TAX1BP3
NM_000162	GCK
NM_033292	CASP1
NM_001100622	C17orf80
NM_206883	SLC26A5
NM_016095	GINS2
NM_144672	OTOA
NM_001025778	VRK3
NM_033508	GCK
NM_033294	CASP1
NM_001288771	C17orf80
NM_001319235	RPL34
NM_001204698	TAX1BP3
NM_016440	VRK3
NM_016616	NME8
NM_001319234	RPL34
NM_001161683	OTOA
NM_206885	SLC26A5
NM_001319236	RPL34
NM_003611	OFD1
NM_032164	ZNF394
NM_170664	OTOA
NM_001321233	RAD51AP2
NM_001223	CASP1
NM_001321787	SLC26A5
NM_033507	GCK
NM_033293	CASP1
NM_020672	S100A14
NM_145720	TIGD4
NM_001040129	SPINK13
NM_001282769	KIAA1217
NM_002415	MIF
NM_001282770	KIAA1217
NM_022573	TSPY2
NM_003308	TSPY1
NM_001320964	TSPY1
NM_001197242	TSPY1
NM_001164471	TSPY4
NM_001077697	TSPY3
NM_001286249	HAGH
NM_001282469	TSPY10
NM_001029976	ZNF16
NM_001243721	TSPY8
NM_001040427	HAGH
NM_001320962	TSPY10
NM_001017961	FAM78B
NM_006958	ZNF16
NM_005326	HAGH
NM_001301071	DOK7
NM_013301	CCDC106
NM_006339	HMG20B
NM_001080511	CLEC2L
NM_001321142	CIDEC
NM_001199552	CIDEC
NM_001321144	CIDEC
NM_017806	LIME1
NM_145248	SPACA7
NM_001199551	CIDEC
NM_001199623	CIDEC
NM_001321143	CIDEC
NM_022094	CIDEC
NM_000940	PON3
NM_001198832	PDE4DIP
NM_014644	PDE4DIP
NM_178324	SPTLC1
NM_017615	NSMCE4A
NM_001198834	PDE4DIP
NM_001040704	DEFB106B
NM_001320313	ADAM18
NM_014237	ADAM18
NM_024865	NANOG
NM_152251	DEFB106A
NM_001243195	INPP5F
NM_053276	VIT
NM_014138	FAM156A
NM_001242493	FAM156A
NM_005408	CCL13
NM_001242494	FAM156A
NM_001177969	VIT
NM_001321181	FAM156B
NM_001242489	FAM156A
NM_001321180	FAM156B
NM_001321182	FAM156B
NM_001321186	FAM156B
NM_001242491	FAM156A
NM_001099684	FAM156B
NM_001242490	FAM156A
NM_001177970	VIT
NM_012113	CA14
NM_001177971	VIT
NM_001321187	FAM156B
NM_001321183	FAM156B
NM_001242492	FAM156A
NM_001321178	FAM156B
NM_001321188	FAM156B
NM_001242495	FAM156A
NM_001321179	FAM156B
NM_001242497	FAM156A
NM_001242496	FAM156A
NM_016058	TPRKB
NM_198941	SERINC3
NM_001040194	AGTRAP
NM_181900	STARD5
NM_152578	FMR1NB
NM_001670	ARVCF
NM_007026	DUSP14
NM_006431	CCT2
NM_032355	MON1A
NM_001198842	CCT2
NM_001080507	OOEP
NM_001142501	MON1A
NM_020350	AGTRAP
NM_006687	ACTL7A
NM_032883	TOX2
NM_001321375	ZNF671
NM_001137669	RGSL1
NM_001321376	ZNF671
NM_001040649	ACP1
NM_001098797	TOX2
NM_024833	ZNF671
NM_001098798	TOX2
NM_014291	GCAT
NM_152486	SAMD11
NM_032251	CCDC88B
NM_001145815	AMDHD2
NM_021118	CYLC1
NM_001271680	CYLC1
NM_152312	LARGE2
NM_012337	CFAP45
NM_001318237	LAMTOR4
NM_032195	SON
NM_001321601	LOC390877
NM_001099222	IFT74
NM_001300722	LARGE2
NM_001243193	BPIFA1
NM_173584	CRACR2B
NM_207354	ANKRD13D
NM_001098637	PWWP2B
NM_001286400	C14orf180
NM_001099223	IFT74
NM_024333	FSD1
NM_001008404	C14orf180
NM_001318236	LAMTOR4
NM_025103	IFT74
NM_000697	ALOX12
NM_003289	TPM2
NM_001301227	TPM2
NM_016154	RAB4B
NM_138499	PWWP2B
NM_001008395	LAMTOR4
NM_001300721	LARGE2
NM_001271605	JPH3
NM_080879	RAB40A
NM_001320050	C1orf112
NM_199353	PRB1
NM_001320051	C1orf112
NM_018249	CDK5RAP2
NM_001272039	CDK5RAP2
NM_199354	PRB1
NM_005039	PRB1
NM_001011649	CDK5RAP2
NM_006249	PRB3
NM_001080460	LRRIQ4
NM_001288592	ZKSCAN7
NM_001001671	MAP3K15
NM_001288591	ZKSCAN7
NM_052929	FHAD1
NM_001146071	TDRD3
NM_025169	ZKSCAN7
NM_182699	DDX53
NM_030794	TDRD3
NM_001146070	TDRD3
NM_001005377	PLAUR
NM_053052	SNAP47
NM_001323932	SNAP47
NM_001207074	FAM181A
NM_003798	CTNNAL1
NM_001301037	PLAUR
NM_001013435	PAGE5
NM_001001992	USP16
NM_001323934	SNAP47
NM_052971	LEAP2
NM_006365	C1orf61
NM_001320455	C1orf61
NM_001207071	FAM181A
NM_130467	PAGE5
NM_001207072	FAM181A
NM_001320453	C1orf61
NM_001323930	SNAP47
NM_006447	USP16
NM_001323931	SNAP47
NM_001207073	FAM181A
NM_001286974	CTNNAL1
NM_001032410	USP16
NM_001316952	GPALPP1
NM_001323933	SNAP47
NM_138344	FAM181A
NM_001320454	C1orf61
NM_002659	PLAUR
NM_006552	SCGB1D1
NM_001244193	KIAA0586
NM_001320561	CCDC130
NM_001242780	LOC100506388
NM_130899	FAM71B
NM_006551	SCGB1D2
NM_001010977	METTL21C
NM_001039140	C20orf27
NM_002278	KRT32
NM_001258429	C20orf27
NM_144645	C4orf36
NM_197965	SLC10A6
NM_078468	BCCIP
NM_001105513	TTC21A
NM_001276376	WDR38
NM_001284349	IQCH
NM_145755	TTC21A
NM_001276375	WDR38
NM_001276374	WDR38
NM_001045476	WDR38
NM_001258430	C20orf27
NM_001198803	EIF4G3
NM_001085420	PLSCR5
NM_054024	MIA2
NM_001130997	CCNQ
NM_006796	AFG3L2
NM_001778	CD48
NM_000862	HSD3B1
NM_002423	MMP7
NM_152274	CCNQ
NM_025246	SLC35G2
NM_001097599	SLC35G2
NM_001097600	SLC35G2
NM_152892	LRWD1
NM_152528	WDSUB1
NM_001307994	WDSUB1
NM_016311	ATP5IF1
NM_001128213	WDSUB1
NM_015971	MRPS7
NM_001317721	LRWD1
NM_001308083	CMA1
NM_000094	COL7A1
NM_001128212	WDSUB1
NM_013239	PPP2R3B
NM_033151	ABCC11
NM_145186	ABCC11
NM_018074	YJU2
NM_032583	ABCC11
NM_138810	TAGAP
NM_173481	MISP
NM_001004051	GPRASP2
NM_052892	PKD1L2
NM_001206682	ATF7
NM_001001437	CCL3L3
NM_001206683	ATF7
NM_001271667	DTNBP1
NM_032122	DTNBP1
NM_001271669	DTNBP1
NM_001278425	PKD1L2
NM_000292	PHKA2
NM_001271668	DTNBP1
NM_001164692	LTB4R2
NM_019839	LTB4R2
NM_001014447	CPZ
NM_001039397	TBC1D28
NM_001014448	CPZ
NM_002144	HOXB1
NM_003712	PLPP2
NM_177526	PLPP2
NM_005120	MED12
NM_003652	CPZ
NM_177543	PLPP2
NM_003610	RAE1
NM_001103167	ZGLP1
NM_177964	LYPD6B
NM_001012415	SOHLH1
NM_001243385	PARVB
NM_001010974	BCAS4
NM_001317005	LYPD6B
NM_001128228	TPRN
NM_018410	HJURP
NM_021603	FXYD2
NM_017814	TMEM161A
NM_001211	BUB1B
NM_021575	AP2S1
NM_001145127	EVPLL
NM_001282962	HJURP
NM_018335	ZNF839
NM_001301076	AP2S1
NM_002673	PLXNB1
NM_021195	CLDN6
NM_001317003	LYPD6B
NM_001321311	C17orf53
NM_001297771	UEVLD
NM_001130082	PLXNB1
NM_001003828	PARVB
NM_001267828	ZNF839
NM_001168618	IFT46
NM_017843	BCAS4
NM_001321782	COMMD1
NM_001321726	LOC101928120
NM_001171251	C17orf53
NM_001145901	SARS2
NM_001256766	TMEM161A
NM_017894	ZSCAN2
NM_017827	SARS2
NM_005258	GCHFR
NM_001252402	TMEM249
NM_019013	PIMREG
NM_024032	C17orf53
NM_001204268	FXYD6-FXYD2
NM_001243386	PARVB
NM_001317006	LYPD6B
NM_013327	PARVB
NM_001282963	HJURP
NM_001166451	KNG1
NM_001304382	GYPB
NM_001301078	AP2S1
NM_001321781	COMMD1
NM_001317004	LYPD6B
NM_002696	POLR2G
NM_006455	P3H4
NM_001317002	LYPD6B
NM_198799	BCAS4
NM_001680	FXYD2
NM_002100	GYPB
NM_001301081	AP2S1
NM_012067	AKR7A3
NM_001280561	TMEM249
NM_000893	KNG1
NM_001195228	PIMREG
NM_020153	IFT46
NM_001320101	CRADD
NM_022904	RASAL3
NM_001127184	CFLAR
NM_152516	COMMD1
NM_004069	AP2S1
NM_001515	GTF2H2
NM_001098728	GTF2H2C
NM_144584	HENMT1
NM_205841	SPINK6
NM_030933	SHCBP1L
NM_001102592	HENMT1
NM_000624	SERPINA5
NM_001318038	A4GALT
NM_001308054	PCK2
NM_017436	A4GALT
NM_001284244	PNOC
NM_001291556	PCK2
NM_001008695	THAP7
NM_030573	THAP7
NM_004563	PCK2
NM_001282629	GBGT1
NM_001253908	AKR1C3
NM_003739	AKR1C3
NM_138763	BAX
NM_138761	BAX
NM_001101320	SERPINE3
NM_001291431	BAX
NM_001101337	C3orf79
NM_001145140	CXorf49
NM_001323075	LOC101059915
NM_001145139	CXorf49B
NM_005174	ATP5F1C
NM_138764	BAX
NM_006228	PNOC
NM_198398	ERGIC3
NM_001318013	XRCC4
NM_001012331	NTRK1
NM_001013836	MAD1L1
NM_057091	ARTN
NM_001004323	C7orf61
NM_015966	ERGIC3
NM_182847	ASIC4
NM_001193375	NDUFA11
NM_004587	RRBP1
NM_012466	TSPAN16
NM_001304525	MAD1L1
NM_032962	CCL14
NM_001320782	ZNF544
NM_001307943	TTC17
NM_014815	MED24
NM_001258310	NOP2
NM_001079518	MED24
NM_001136215	ARTN
NM_001013837	MAD1L1
NM_001267797	MED24
NM_001007792	NTRK1
NM_053054	CATSPER1
NM_057090	ARTN
NM_002529	NTRK1
NM_001113324	TEN1
NM_032963	CCL14
NM_005959	MTNR1B
NM_003550	MAD1L1
NM_001304524	MAD1L1
NM_001304523	MAD1L1
NM_032630	CINP
NM_001317169	SNRPG
NM_001286742	UBL7
NM_172088	TNFSF13
NM_001317168	SNRPG
NM_001198624	TNFSF13
NM_001286739	UBL7
NM_001009997	C10orf62
NM_213726	INCA1
NM_001198622	TNFSF13
NM_001286741	UBL7
NM_005886	KATNB1
NM_023937	MRPL34
NM_001256265	FLII
NM_001317166	SNRPG
NM_001167986	INCA1
NM_001167985	INCA1
NM_173160	FXYD4
NM_001256264	FLII
NM_015613	LRIT1
NM_001290053	LOC101927844
NM_201265	UBL7
NM_172089	TNFSF12-TNFSF13
NM_032907	UBL7
NM_001293273	MCCC1
NM_001512	GSTA4
NM_002018	FLII
NM_172087	TNFSF13
